    C2D             x              y 
83852      596849.625    3331738.750 
83853      596849.625    3331632.750 
83854      596902.625    3331685.750 
83855      596902.625    3331791.750 
83856      596955.688    3331844.750 
83857      596955.688    3331738.750 
83858      597008.688    3331791.750 
83859      596902.625    3332004.000 
83860      596955.688    3332057.000 
83861      596955.688    3331951.000 
83862      597008.688    3332004.000 
83863      597008.688    3332110.000 
83864      597061.750    3332163.000 
83865      597061.750    3332057.000 
83866      597114.750    3332110.000 
83867      597008.688    3331897.750 
83868      597061.750    3331951.000 
83869      597061.750    3331844.750 
83870      597114.750    3331897.750 
83871      597114.750    3332004.000 
83872      597167.812    3332057.000 
83873      597167.812    3331951.000 
83874      597220.812    3332004.000 
83875      596902.625    3331579.750 
83876      596955.688    3331632.750 
83877      596955.688    3331526.750 
83878      597008.688    3331579.750 
83879      597008.688    3331685.750 
83880      597061.750    3331738.750 
83881      597061.750    3331632.750 
83882      597114.750    3331685.750 
83883      597008.688    3331473.500 
83884      597061.750    3331526.750 
83885      597061.750    3331420.500 
83886      597114.750    3331473.500 
83887      597114.750    3331579.750 
83888      597167.812    3331632.750 
83889      597167.812    3331526.750 
83890      597220.812    3331579.750 
83891      597114.750    3331791.750 
83892      597167.812    3331844.750 
83893      597167.812    3331738.750 
83894      597220.812    3331791.750 
83895      597220.812    3331897.750 
83896      597273.875    3331951.000 
83897      597273.875    3331844.750 
83898      597326.875    3331897.750 
83899      597220.812    3331685.750 
83900      597273.875    3331738.750 
83901      597273.875    3331632.750 
83902      597326.875    3331685.750 
83903      597326.875    3331791.750 
83904      597379.938    3331844.750 
83905      597379.938    3331738.750 
83906      597432.938    3331791.750 
83907      597114.750    3332216.000 
83908      597167.812    3332269.000 
83909      597167.812    3332163.000 
83910      597220.812    3332216.000 
83911      597273.875    3332322.250 
83912      597220.812    3332110.000 
83913      597273.875    3332163.000 
83914      597273.875    3332057.000 
83915      597326.875    3332110.000 
83916      597379.938    3332216.000 
83917      597379.938    3332428.250 
83918      597486.000    3332534.250 
83919      597486.000    3332322.250 
83920      597592.062    3332428.250 
83921      597326.875    3332004.000 
83922      597379.938    3332057.000 
83923      597379.938    3331951.000 
83924      597432.938    3332004.000 
83925      597486.000    3332110.000 
83926      597432.938    3331897.750 
83927      597486.000    3331951.000 
83928      597486.000    3331844.750 
83929      597539.000    3331897.750 
83930      597592.062    3332004.000 
83931      597592.062    3332216.000 
83932      597698.125    3332322.250 
83933      597698.125    3332110.000 
83934      597804.188    3332216.000 
83945      597486.000    3332746.500 
83946      597592.062    3332852.500 
83949      597698.125    3332958.500 
83950      597804.188    3333064.500 
83957      597910.250    3333382.750 
83958      597910.250    3333170.750 
83959      598016.312    3333276.750 
83960      598122.375    3333488.750 
83961      597592.062    3332640.250 
83962      597698.125    3332746.500 
83963      597698.125    3332534.250 
83964      597804.188    3332640.250 
83965      597804.188    3332852.500 
83966      597910.250    3332958.500 
83967      597910.250    3332746.500 
83968      598016.312    3332852.500 
83969      597804.188    3332428.250 
83970      597910.250    3332534.250 
83971      597910.250    3332322.250 
83972      598016.312    3332428.250 
83973      598016.312    3332640.250 
83974      598122.375    3332746.500 
83975      598122.375    3332534.250 
83976      598228.438    3332640.250 
83977      598122.375    3333064.500 
83978      598334.500    3333276.750 
83979      598334.500    3332852.500 
83980      598546.688    3333064.500 
83983      598334.500    3333701.000 
83984      598546.688    3333913.000 
83989      598546.688    3333488.750 
83990      598758.812    3333701.000 
83991      598758.812    3333276.750 
83992      598970.938    3333488.750 
83993      598970.938    3333913.000 
83994      599183.062    3334125.250 
83995      599183.062    3333701.000 
83996      599395.188    3333913.000 
84005      599395.188    3334337.500 
84006      599607.312    3334549.500 
84007      599607.312    3334125.250 
84008      599819.438    3334337.500 
84009      599819.438    3334761.750 
84010      600031.562    3334973.750 
84011      600031.562    3334549.500 
84012      600243.688    3334761.750 
84015      600455.875    3335186.000 
84016      600880.125    3335610.250 
84019      601304.375    3336034.500 
84020      601728.625    3336458.750 
84023      602152.875    3336883.000 
84024      602577.188    3337307.250 
84027      603001.438    3337731.500 
84028      603425.688    3338155.750 
84031      603849.938    3338580.000 
84032      604274.250    3339004.250 
84035      604698.500    3339428.500 
84036      605122.750    3339852.750 
84039      605547.000    3340277.000 
84040      605971.250    3340701.250 
84043      606395.562    3341125.500 
84044      606819.812    3341549.750 
84047      607244.062    3341974.250 
84048      607668.312    3342398.500 
84051      608092.625    3342822.750 
84052      608516.875    3343247.000 
84055      608941.125    3343671.250 
84056      609365.375    3344095.500 
86915      592394.812    3326594.500 
86926      592500.875    3326700.750 
86927      592606.938    3326806.750 
86928      592606.938    3326594.500 
86929      592713.000    3326700.750 
86930      592713.000    3326912.750 
86931      592819.062    3327018.750 
86932      592819.062    3326806.750 
86933      592925.188    3326912.750 
86934      592713.000    3326488.500 
86935      592819.062    3326594.500 
86936      592819.062    3326382.500 
86937      592925.188    3326488.500 
86938      592925.188    3326700.750 
86939      593031.250    3326806.750 
86940      593031.250    3326594.500 
86941      593137.312    3326700.750 
86958      592925.188    3326276.250 
86959      593031.250    3326382.500 
86960      593031.250    3326170.250 
86961      593137.312    3326276.250 
86962      593137.312    3326488.500 
86963      593243.375    3326594.500 
86964      593243.375    3326382.500 
86965      593349.438    3326488.500 
86966      593137.312    3326064.250 
86967      593243.375    3326170.250 
86968      593243.375    3325958.250 
86969      593349.438    3326064.250 
86970      593349.438    3326276.250 
86971      593455.500    3326382.500 
86972      593455.500    3326170.250 
86973      593561.562    3326276.250 
